iteration,loss,lambda,sparsity
1449,445936727.88923174,0.38734667527437056,0.0
1450,445929968.30775976,0.3870967741935484,0.0
1451,445923217.37785125,0.3868471953578337,0.0
1452,445916475.0852465,0.3865979381443299,0.0
1453,445909741.4157196,0.386349001931745,0.0
1454,445903016.3550785,0.38610038610038605,0.0
1455,445896299.88916445,0.3858520900321543,0.0
1456,445889592.0038522,0.3856041131105398,0.0
1457,445882892.68505,0.3853564547206166,0.0
1458,445876201.91869885,0.3851091142490372,0.0
1459,445869519.6907735,0.38486209108402825,0.0
1460,445862845.98728114,0.38461538461538464,0.0
1461,445856180.79426247,0.3843689942344651,0.0
1462,445849524.0977902,0.3841229193341869,0.0
1463,445842875.8839701,0.3838771593090211,0.0
1464,445836236.1389408,0.3836317135549872,0.0
1465,445829604.8488728,0.38338658146964855,0.0
1466,445822981.99996907,0.3831417624521073,0.0
1467,445816367.57846534,0.3828972559029994,0.0
1468,445809761.57062894,0.3826530612244898,0.0
1469,445803163.96275944,0.3824091778202677,0.0
1470,445796574.74118805,0.38216560509554137,0.0
1471,445789993.89227825,0.3819223424570337,0.0
1472,445783421.40242493,0.38167938931297707,0.0
1473,445776857.2580545,0.3814367450731087,0.0
1474,445770301.4456252,0.3811944091486658,0.0
1475,445763753.9516264,0.38095238095238093,0.0
1476,445757214.7625789,0.3807106598984772,0.0
1477,445750683.8650345,0.3804692454026633,0.0
1478,445744161.2455763,0.38022813688212925,0.0
1479,445737646.8908185,0.37998733375554145,0.0
1480,445731140.7874058,0.37974683544303794,0.0
1481,445724642.9220139,0.3795066413662239,0.0
1482,445718153.2813493,0.37926675094816686,0.0
1483,445711671.8521487,0.3790271636133923,0.0
1484,445705198.6211799,0.3787878787878788,0.0
1485,445698733.5752407,0.37854889589905366,0.0
1486,445692276.7011588,0.37831021437578816,0.0
1487,445685827.9857928,0.3780718336483932,0.0
1488,445679387.4160312,0.3778337531486146,0.0
1489,445672954.9787923,0.37759597230962866,0.0
1490,445666530.66102445,0.3773584905660377,0.0
1491,445660114.44970566,0.3771213073538655,0.0
1492,445653706.3318438,0.3768844221105528,0.0
1493,445647306.29447615,0.3766478342749529,0.0
1494,445640914.32466984,0.3764115432873275,0.0
1495,445634530.40952104,0.37617554858934166,0.0
1496,445628154.5361555,0.37593984962406013,0.0
1497,445621786.69172806,0.37570444583594237,0.0
1498,445615426.8634229,0.37546933667083854,0.0
1499,445609075.0384528,0.37523452157598497,0.0
1500,445602731.20406,0.375,0.0
1501,445596395.3475153,0.3747657713928795,0.0
1502,445590067.4561184,0.37453183520599254,0.0
1503,445583747.5171975,0.37429819089207733,0.0
1504,445577435.5181096,0.3740648379052369,0.0
1505,445571131.44624007,0.37383177570093457,0.0
1506,445564835.28900266,0.37359900373599,0.0
1507,445558547.0338394,0.37336652146857496,0.0
1508,445552266.6682205,0.373134328358209,0.0
1509,445545994.17964476,0.3729024238657551,0.0
1510,445539729.5556382,0.37267080745341613,0.0
1511,445533472.7837556,0.37243947858473,0.0
1512,445527223.85157895,0.3722084367245657,0.0
1513,445520982.7467183,0.37197768133911957,0.0
1514,445514749.4568117,0.37174721189591076,0.0
1515,445508523.96952426,0.3715170278637771,0.0
1516,445502306.27254885,0.3712871287128713,0.0
1517,445496096.3536057,0.37105751391465674,0.0
1518,445489894.20044225,0.3708281829419036,0.0
1519,445483699.8008337,0.37059913526868443,0.0
1520,445477513.14258176,0.3703703703703703,0.0
1521,445471334.21351576,0.3701418877236274,0.0
1522,445465163.0014916,0.36991368680641185,0.0
1523,445458999.4943924,0.36968576709796674,0.0
1524,445452843.6801278,0.36945812807881767,0.0
1525,445446695.5466345,0.36923076923076925,0.0
1526,445440555.08187586,0.3690036900369004,0.0
1527,445434422.2738414,0.36877688998156116,0.0
1528,445428297.11054754,0.36855036855036855,0.0
1529,445422179.58003694,0.3683241252302026,0.0
1530,445416069.6703786,0.36809815950920244,0.0
1531,445409967.3696679,0.36787247087676267,0.0
1532,445403872.66602606,0.3676470588235294,0.0
1533,445397785.54760075,0.36742192284139624,0.0
1534,445391706.0025654,0.36719706242350064,0.0
1535,445385634.0191195,0.36697247706422015,0.0
1536,445379569.58548826,0.36674816625916873,0.0
1537,445373512.6899227,0.3665241295051924,0.0
1538,445367463.3206996,0.3663003663003662,0.0
1539,445361421.4661211,0.3660768761439902,0.0
1540,445355387.1145151,0.3658536585365854,0.0
1541,445349360.254235,0.3656307129798903,0.0
1542,445343340.8736592,0.3654080389768575,0.0
1543,445337328.96119183,0.36518563603164944,0.0
1544,445331324.5052619,0.3649635036496351,0.0
1545,445325327.49432373,0.36474164133738596,0.0
1546,445319337.9168564,0.3645200486026731,0.0
1547,445313355.7613644,0.3642987249544627,0.0
1548,445307381.0163769,0.3640776699029126,0.0
1549,445301413.6704478,0.36385688295936924,0.0
1550,445295453.71215606,0.36363636363636365,0.0
1551,445289501.1301049,0.36341611144760755,0.0
1552,445283555.9129225,0.36319612590799033,0.0
1553,445277618.0492611,0.36297640653357527,0.0
1554,445271687.527798,0.36275695284159615,0.0
1555,445265764.3372344,0.36253776435045315,0.0
1556,445259848.46629596,0.3623188405797101,0.0
1557,445253939.9037327,0.3621001810500905,0.0
1558,445248038.63831854,0.3618817852834741,0.0
1559,445242144.65885144,0.3616636528028933,0.0
1560,445236257.95415384,0.36144578313253006,0.0
1561,445230378.51307166,0.3612281757977122,0.0
1562,445224506.3244746,0.3610108303249097,0.0
1563,445218641.3772566,0.36079374624173177,0.0
1564,445212783.6603349,0.3605769230769231,0.0
1565,445206933.16265064,0.3603603603603604,0.0
1566,445201089.87316835,0.36014405762304924,0.0
1567,445195253.7808763,0.3599280143971205,0.0
1568,445189424.8747859,0.3597122302158273,0.0
1569,445183603.1439321,0.3594967046135411,0.0
1570,445177788.5773732,0.35928143712574845,0.0
1571,445171981.16419035,0.3590664272890485,0.0
1572,445166180.8934884,0.35885167464114837,0.0
1573,445160387.7543948,0.3586371787208607,0.0
1574,445154601.7360604,0.3584229390681003,0.0
1575,445148822.82765853,0.3582089552238806,0.0
1576,445143051.0183861,0.3579952267303103,0.0
1577,445137286.2974621,0.35778175313059035,0.0
1578,445131528.65412843,0.3575685339690107,0.0
1579,445125778.07765007,0.357355568790947,0.0
1580,445120034.55731404,0.35714285714285715,0.0
1581,445114298.08243036,0.3569303985722784,0.0
1582,445108568.6423314,0.356718192627824,0.0
1583,445102846.22637165,0.3565062388591801,0.0
1584,445097130.8239283,0.35629453681710216,0.0
1585,445091422.42440057,0.35608308605341243,0.0
1586,445085721.0172098,0.35587188612099646,0.0
1587,445080026.59180003,0.3556609365737996,0.0
1588,445074339.1376368,0.3554502369668246,0.0
1589,445068658.64420766,0.3552397868561279,0.0
1590,445062985.1010225,0.3550295857988166,0.0
1591,445057318.49761283,0.3548196333530455,0.0
1592,445051658.82353187,0.35460992907801414,0.0
1593,445046006.06835485,0.3544004725339634,0.0
1594,445040360.2216785,0.35419126328217243,0.0
1595,445034721.27312124,0.3539823008849557,0.0
1596,445029089.21232307,0.35377358490566035,0.0
1597,445023464.02894545,0.3535651149086624,0.0
1598,445017845.7126713,0.35335689045936397,0.0
1599,445012234.25320476,0.35314891112419067,0.0
1600,445006629.64027154,0.35294117647058826,0.0
1601,445001031.86361825,0.3527336860670194,0.0
1602,444995440.9130131,0.35252643948296125,0.0
1603,444989856.7782453,0.3523194362889019,0.0
1604,444984279.44912463,0.35211267605633806,0.0
1605,444978708.91548264,0.3519061583577712,0.0
1606,444973145.1671712,0.3516998827667058,0.0
1607,444967588.19406325,0.351493848857645,0.0
1608,444962037.9860529,0.35128805620608894,0.0
1609,444956494.5330546,0.3510825043885313,0.0
1610,444950957.82500327,0.3508771929824561,0.0
1611,444945427.85185516,0.3506721215663355,0.0
1612,444939904.6035866,0.35046728971962615,0.0
1613,444934388.0701945,0.3502626970227671,0.0
1614,444928878.2416963,0.3500583430571762,0.0
1615,444923375.10813,0.34985422740524785,0.0
1616,444917878.65955365,0.34965034965034963,0.0
1617,444912388.8860456,0.34944670937682,0.0
1618,444906905.77770466,0.3492433061699651,0.0
1619,444901429.3246496,0.34904013961605584,0.0
1620,444895959.5170193,0.3488372093023256,0.0
1621,444890496.3449728,0.3486345148169669,0.0
1622,444885039.798689,0.34843205574912894,0.0
1623,444879589.8683669,0.3482298316889147,0.0
1624,444874146.5442252,0.34802784222737815,0.0
1625,444868709.81650263,0.34782608695652173,0.0
1626,444863279.6754574,0.34762456546929316,0.0
1627,444857856.11136776,0.3474232773595831,0.0
1628,444852439.11453104,0.3472222222222222,0.0
1629,444847028.67526513,0.3470213996529786,0.0
1630,444841624.78390646,0.3468208092485549,0.0
1631,444836227.4308115,0.3466204506065858,0.0
1632,444830836.60635597,0.3464203233256351,0.0
1633,444825452.3009349,0.3462204270051933,0.0
1634,444820074.50496316,0.34602076124567477,0.0
1635,444814703.2088739,0.34582132564841495,0.0
1636,444809338.4031204,0.3456221198156682,0.0
1637,444803980.07817465,0.3454231433506045,0.0
1638,444798628.2245278,0.34522439585730724,0.0
1639,444793282.83269,0.3450258769407705,0.0
1640,444787943.8931907,0.3448275862068966,0.0
1641,444782611.3965778,0.3446295232624928,0.0
1642,444777285.3334184,0.3444316877152698,0.0
1643,444771965.6942985,0.3442340791738382,0.0
1644,444766652.4698226,0.3440366972477064,0.0
1645,444761345.6506141,0.34383954154727797,0.0
1646,444756045.227315,0.3436426116838488,0.0
1647,444750751.19058603,0.34344590726960506,0.0
1648,444745463.53110653,0.34324942791762014,0.0
1649,444740182.23957396,0.34305317324185247,0.0
1650,444734907.3067048,0.34285714285714286,0.0
1651,444729638.7232336,0.34266133637921187,0.0
1652,444724376.4799135,0.3424657534246575,0.0
1653,444719120.5675154,0.34227039361095263,0.0
1654,444713870.97682923,0.34207525655644244,0.0
1655,444708627.69866264,0.3418803418803419,0.0
1656,444703390.72384167,0.34168564920273353,0.0
1657,444698160.04321027,0.3414911781445646,0.0
1658,444692935.6476303,0.341296928327645,0.0
1659,444687717.5279824,0.34110289937464466,0.0
1660,444682505.6751642,0.3409090909090909,0.0
1661,444677300.08009183,0.34071550255536626,0.0
1662,444672100.73369914,0.340522133938706,0.0
1663,444666907.62693775,0.34032898468519573,0.0
1664,444661720.750777,0.3401360544217687,0.0
1665,444656540.0962039,0.33994334277620397,0.0
1666,444651365.6542236,0.33975084937712347,0.0
1667,444646197.41585815,0.3395585738539898,0.0
1668,444641035.3721477,0.3393665158371041,0.0
1669,444635879.5141497,0.3391746749576031,0.0
1670,444630729.83293885,0.33898305084745767,0.0
1671,444625586.3196078,0.3387916431394692,0.0
1672,444620448.9652661,0.33860045146726864,0.0
1673,444615317.76104087,0.338409475465313,0.0
1674,444610192.6980764,0.3382187147688838,0.0
1675,444605073.76753426,0.3380281690140845,0.0
1676,444599960.9605934,0.33783783783783783,0.0
1677,444594854.26844937,0.3376477208778841,0.0
1678,444589753.6823155,0.3374578177727784,0.0
1679,444584659.1934215,0.3372681281618887,0.0
1680,444579570.7930145,0.33707865168539325,0.0
1681,444574488.47235847,0.33688938798427853,0.0
1682,444569412.2227344,0.3367003367003367,0.0
1683,444564342.0354397,0.3365114974761637,0.0
1684,444559277.9017893,0.336322869955157,0.0
1685,444554219.8131143,0.3361344537815126,0.0
1686,444549167.7607627,0.335946248600224,0.0
1687,444544121.7360991,0.3357582540570789,0.0
1688,444539081.73050517,0.33557046979865773,0.0
1689,444534047.7353787,0.3353828954723309,0.0
1690,444529019.742134,0.335195530726257,0.0
1691,444523997.7422021,0.3350083752093802,0.0
1692,444518981.7270306,0.33482142857142855,0.0
1693,444513971.68808305,0.33463469046291133,0.0
1694,444508967.6168398,0.33444816053511706,0.0
1695,444503969.5047974,0.3342618384401114,0.0
1696,444498977.34346837,0.33407572383073497,0.0
1697,444493991.12438214,0.333889816360601,0.0
1698,444489010.8390835,0.3337041156840934,0.0
1699,444484036.47913414,0.33351862145636463,0.0
1700,444479068.03611106,0.3333333333333333,0.0
1701,444474105.5016083,0.3331482509716824,0.0
1702,444469148.86723506,0.33296337402885684,0.0
1703,444464198.12461704,0.33277870216306155,0.0
1704,444459253.2653954,0.33259423503325947,0.0
1705,444454314.2812277,0.33240997229916897,0.0
1706,444449381.1637869,0.33222591362126247,0.0
1707,444444453.90476227,0.3320420586607637,0.0
1708,444439532.4958583,0.331858407079646,0.0
1709,444434616.92879546,0.33167495854063017,0.0
1710,444429707.19530994,0.3314917127071823,0.0
1711,444424803.28715354,0.3313086692435119,0.0
1712,444419905.1960935,0.3311258278145695,0.0
1713,444415012.91391283,0.3309431880860452,0.0
1714,444410126.4324099,0.33076074972436603,0.0
1715,444405245.7433987,0.33057851239669417,0.0
1716,444400370.83870846,0.3303964757709251,0.0
1717,444395501.7101839,0.33021463951568514,0.0
1718,444390638.3496852,0.33003300330033003,0.0
1719,444385780.74908763,0.32985156679494226,0.0
1720,444380928.9002819,0.32967032967032966,0.0
1721,444376082.79517394,0.32948929159802304,0.0
1722,444371242.42568463,0.32930845225027444,0.0
1723,444366407.78375036,0.32912781130005486,0.0
1724,444361578.8613224,0.3289473684210526,0.0
1725,444356755.650367,0.3287671232876712,0.0
1726,444351938.1428661,0.32858707557502737,0.0
1727,444347126.3308153,0.3284072249589491,0.0
1728,444342320.2062266,0.3282275711159737,0.0
1729,444337519.761126,0.3280481137233461,0.0
1730,444332724.9875548,0.32786885245901637,0.0
1731,444327935.8775689,0.3276897870016385,0.0
1732,444323152.4232391,0.32751091703056767,0.0
1733,444318374.6166508,0.3273322422258592,0.0
1734,444313602.4499045,0.3271537622682661,0.0
1735,444308835.9151151,0.32697547683923706,0.0
1736,444304075.004412,0.32679738562091504,0.0
1737,444299319.70993954,0.32661948829613496,0.0
1738,444294570.02385646,0.3264417845484222,0.0
1739,444289825.9383361,0.3262642740619902,0.0
1740,444285087.445566,0.3260869565217391,0.0
1741,444280354.5377486,0.32590983161325365,0.0
1742,444275627.2071006,0.3257328990228013,0.0
1743,444270905.44585276,0.32555615843733043,0.0
1744,444266189.24625057,0.32537960954446854,0.0
1745,444261478.60055393,0.3252032520325203,0.0
1746,444256773.50103647,0.32502708559046584,0.0
1747,444252073.93998647,0.32485110990795885,0.0
1748,444247379.90970635,0.3246753246753247,0.0
1749,444242691.40251267,0.32449972958355866,0.0
1750,444238008.4107359,0.32432432432432434,0.0
1751,444233330.9267208,0.32414910858995133,0.0
1752,444228658.94282645,0.32397408207343414,0.0
1753,444223992.4514254,0.32379924446842956,0.0
1754,444219331.44490445,0.3236245954692557,0.0
1755,444214675.9156644,0.32345013477088946,0.0
1756,444210025.8561198,0.3232758620689655,0.0
1757,444205381.2586991,0.32310177705977383,0.0
1758,444200742.11584485,0.3229278794402583,0.0
1759,444196108.420013,0.32275416890801506,0.0
1760,444191480.16367346,0.3225806451612903,0.0
1761,444186857.33931005,0.32240730789897903,0.0
1762,444182239.93941975,0.32223415682062295,0.0
1763,444177627.95651394,0.32206119162640906,0.0
1764,444173021.383117,0.3218884120171674,0.0
1765,444168420.2117673,0.3217158176943699,0.0
1766,444163824.4350164,0.3215434083601286,0.0
1767,444159234.0454299,0.3213711837171933,0.0
1768,444154649.03558624,0.32119914346895073,0.0
1769,444150069.39807785,0.32102728731942215,0.0
1770,444145495.1255102,0.32085561497326204,0.0
1771,444140926.21050256,0.32068412613575625,0.0
1772,444136362.64568734,0.32051282051282054,0.0
1773,444131804.42371005,0.3203416978109984,0.0
1774,444127251.53722984,0.32017075773745995,0.0
1775,444122703.97891897,0.32,0.0
1776,444118161.7414628,0.3198294243070362,0.0
1777,444113624.81756,0.3196590303676079,0.0
1778,444109093.19992256,0.3194888178913738,0.0
1779,444104566.88127536,0.31931878658861096,0.0
1780,444100045.85435635,0.3191489361702127,0.0
1781,444095530.1119165,0.3189792663476874,0.0
1782,444091019.6467201,0.3188097768331562,0.0
1783,444086514.4515442,0.3186404673393521,0.0
1784,444082014.5191788,0.3184713375796178,0.0
1785,444077519.8424269,0.3183023872679045,0.0
1786,444073030.41410434,0.3181336161187699,0.0
1787,444068546.2270398,0.3179650238473768,0.0
1788,444064067.27407503,0.31779661016949157,0.0
1789,444059593.5480641,0.31762837480148226,0.0
1790,444055125.0418744,0.31746031746031744,0.0
1791,444050661.7483856,0.31729243786356426,0.0
1792,444046203.6604902,0.3171247357293869,0.0
1793,444041750.7710936,0.31695721077654515,0.0
1794,444037303.07311356,0.3167898627243928,0.0
1795,444032860.67397153,0.316622691292876,0.0
1796,444028423.45215756,0.3164556962025316,0.0
1797,444023991.40062827,0.31628887717448606,0.0
1798,444019564.5123526,0.3161222339304531,0.0
1799,444015142.78031164,0.31595576619273297,0.0
1800,444010726.1974993,0.3157894736842105,0.0
1801,444006314.75692135,0.31562335612835346,0.0
1802,444001908.451596,0.31545741324921134,0.0
1803,443997507.27455413,0.3152916447714135,0.0
1804,443993111.21883833,0.31512605042016806,0.0
1805,443988720.2775037,0.31496062992125984,0.0
1806,443984334.4436173,0.3147953830010493,0.0
1807,443979953.71025854,0.3146303093864709,0.0
1808,443975578.0705188,0.31446540880503143,0.0
1809,443971207.5175019,0.3143006809848088,0.0
1810,443966842.0443232,0.31413612565445026,0.0
1811,443962481.64411056,0.3139717425431711,0.0
1812,443958126.3100037,0.3138075313807531,0.0
1813,443953776.0351542,0.31364349189754315,0.0
1814,443949430.8127258,0.3134796238244514,0.0
1815,443945090.6358941,0.31331592689295035,0.0
1816,443940755.49784684,0.31315240083507306,0.0
1817,443936425.3917833,0.31298904538341155,0.0
1818,443932100.31091464,0.31282586027111575,0.0
1819,443927780.2484643,0.3126628452318916,0.0
1820,443923465.1976668,0.3125,0.0
1821,443919155.15176934,0.31233732431025507,0.0
1822,443914850.1040302,0.3121748178980229,0.0
1823,443910550.04771966,0.31201248049922,0.0
1824,443906254.97611964,0.3118503118503118,0.0
1825,443901964.88252366,0.3116883116883117,0.0
1826,443897679.7602373,0.3115264797507788,0.0
1827,443893399.6025772,0.3113648157758173,0.0
1828,443889124.4028721,0.3112033195020747,0.0
1829,443884854.154462,0.3110419906687403,0.0
1830,443880588.8506986,0.31088082901554404,0.0
1831,443876328.48494494,0.31071983428275507,0.0
1832,443872073.050576,0.3105590062111801,0.0
1833,443867822.5409776,0.3103983445421624,0.0
1834,443863576.94954765,0.31023784901758017,0.0
1835,443859336.2696951,0.31007751937984496,0.0
1836,443855100.49484044,0.30991735537190085,0.0
1837,443850869.6184154,0.3097573567372225,0.0
1838,443846643.6338631,0.30959752321981426,0.0
1839,443842422.53463817,0.30943785456420836,0.0
1840,443838206.3142063,0.3092783505154639,0.0
1841,443833994.96604466,0.3091190108191654,0.0
1842,443829788.48364115,0.3089598352214212,0.0
1843,443825586.8604957,0.30880082346886256,0.0
1844,443821390.0901188,0.30864197530864196,0.0
1845,443817198.16603225,0.30848329048843187,0.0
1846,443813011.0817692,0.3083247687564234,0.0
1847,443808828.83087367,0.30816640986132515,0.0
1848,443804651.4069009,0.3080082135523614,0.0
1849,443800478.8034171,0.3078501795792714,0.0
1850,443796311.0139996,0.3076923076923077,0.0
1851,443792148.03223664,0.30753459764223473,0.0
1852,443787989.8517274,0.3073770491803279,0.0
1853,443783836.46608245,0.3072196620583717,0.0
1854,443779687.86892277,0.3070624360286592,0.0
1855,443775544.0538804,0.3069053708439898,0.0
1856,443771405.01459825,0.3067484662576687,0.0
1857,443767270.7447304,0.3065917220235054,0.0
1858,443763141.23794127,0.306435137895812,0.0
1859,443759016.4879067,0.30627871362940273,0.0
1860,443754896.4883124,0.3061224489795918,0.0
1861,443750781.2328557,0.3059663437021928,0.0
1862,443746670.71524435,0.3058103975535168,0.0
1863,443742564.9291966,0.3056546102903719,0.0
1864,443738463.86844176,0.30549898167006106,0.0
1865,443734367.5267196,0.30534351145038163,0.0
1866,443730275.89778054,0.3051881993896236,0.0
1867,443726188.9753854,0.3050330452465684,0.0
1868,443722106.75330615,0.3048780487804878,0.0
1869,443718029.22532463,0.3047232097511427,0.0
1870,443713956.3852338,0.30456852791878175,0.0
1871,443709888.2268367,0.30441400304414,0.0
1872,443705824.7439472,0.30425963488843816,0.0
1873,443701765.93038917,0.30410542321338063,0.0
1874,443697711.7799976,0.303951367781155,0.0
1875,443693662.28661716,0.3037974683544304,0.0
1876,443689617.4441034,0.30364372469635625,0.0
1877,443685577.24632215,0.30349013657056145,0.0
1878,443681541.68714935,0.3033367037411527,0.0
1879,443677510.7604716,0.3031834259727135,0.0
1880,443673484.4601855,0.30303030303030304,0.0
1881,443669462.7801982,0.3028773346794548,0.0
1882,443665445.71442676,0.30272452068617556,0.0
1883,443661433.2567987,0.302571860816944,0.0
1884,443657425.4012518,0.3024193548387097,0.0
1885,443653422.1417336,0.30226700251889166,0.0
1886,443649423.47220224,0.3021148036253776,0.0
1887,443645429.3866261,0.3019627579265224,0.0
1888,443641439.87898296,0.3018108651911469,0.0
1889,443637454.9432614,0.30165912518853694,0.0
1890,443633474.5734597,0.3015075376884422,0.0
1891,443629498.7635862,0.30135610246107486,0.0
1892,443625527.5076595,0.3012048192771084,0.0
1893,443621560.79970783,0.3010536879076769,0.0
1894,443617598.6337696,0.3009027081243731,0.0
1895,443613641.00389314,0.3007518796992481,0.0
1896,443609687.9041368,0.3006012024048096,0.0
1897,443605739.32856846,0.30045067601402103,0.0
1898,443601795.2712663,0.3003003003003003,0.0
1899,443597855.72631824,0.3001500750375187,0.0
1900,443593920.6878219,0.3,0.0
1901,443589990.14988476,0.2998500749625187,0.0
1902,443586064.10662425,0.2997002997002997,0.0
1903,443582142.5521673,0.29955067398901647,0.0
1904,443578225.4806507,0.29940119760479045,0.0
1905,443574312.88622105,0.29925187032418954,0.0
1906,443570404.76303464,0.29910269192422734,0.0
1907,443566501.1052572,0.29895366218236175,0.0
1908,443562601.9070645,0.298804780876494,0.0
1909,443558707.1626415,0.2986560477849676,0.0
1910,443554816.8661832,0.29850746268656714,0.0
1911,443550931.01189387,0.29835902536051717,0.0
1912,443547049.5939876,0.2982107355864811,0.0
1913,443543172.60668766,0.29806259314456035,0.0
1914,443539300.0442273,0.29791459781529295,0.0
1915,443535431.90084904,0.2977667493796526,0.0
1916,443531568.1708047,0.2976190476190476,0.0
1917,443527708.84835595,0.2974714923153198,0.0
1918,443523853.9277736,0.29732408325074333,0.0
1919,443520003.4033381,0.2971768202080238,0.0
1920,443516157.269339,0.297029702970297,0.0
1921,443512315.5200757,0.29688273132112813,0.0
1922,443508478.1498564,0.2967359050445104,0.0
1923,443504645.1529989,0.29658922392486403,0.0
1924,443500816.52383035,0.2964426877470355,0.0
1925,443496992.2566874,0.2962962962962963,0.0
1926,443493172.34591526,0.29615004935834155,0.0
1927,443489356.78586924,0.2960039467192896,0.0
1928,443485545.5709133,0.29585798816568043,0.0
1929,443481738.69542104,0.29571217348447515,0.0
1930,443477936.1537746,0.29556650246305416,0.0
1931,443474137.940366,0.29542097488921715,0.0
1932,443470344.0495961,0.2952755905511811,0.0
1933,443466554.4758748,0.2951303492375799,0.0
1934,443462769.21362114,0.2949852507374631,0.0
1935,443458988.25726366,0.29484029484029484,0.0
1936,443455211.60123926,0.29469548133595286,0.0
1937,443451439.2399942,0.29455081001472755,0.0
1938,443447671.1679842,0.29440628066732094,0.0
1939,443443907.37967324,0.2942618930848455,0.0
1940,443440147.86953485,0.2941176470588235,0.0
1941,443436392.6320513,0.29397354238118567,0.0
1942,443432641.6617138,0.2938295788442703,0.0
1943,443428894.9530224,0.2936857562408223,0.0
1944,443425152.5004864,0.29354207436399216,0.0
1945,443421414.2986236,0.293398533007335,0.0
1946,443417680.34196097,0.29325513196480935,0.0
1947,443413950.6250341,0.29311187103077674,0.0
1948,443410225.1423875,0.29296875,0.0
1949,443406503.8885746,0.2928257686676427,0.0
1950,443402786.85815746,0.2926829268292683,0.0
1951,443399074.045707,0.2925402242808386,0.0
1952,443395365.4458026,0.29239766081871343,0.0
1953,443391661.05303305,0.2922552362396493,0.0
1954,443387960.8619952,0.2921129503407984,0.0
1955,443384264.86729497,0.291970802919708,0.0
1956,443380573.0635466,0.2918287937743191,0.0
1957,443376885.4453734,0.2916869227029655,0.0
1958,443373202.0074072,0.29154518950437314,0.0
1959,443369522.7442882,0.2914035939776591,0.0
1960,443365847.6506654,0.2912621359223301,0.0
1961,443362176.72119635,0.2911208151382824,0.0
1962,443358509.9505474,0.2909796314258002,0.0
1963,443354847.3333929,0.290838584585555,0.0
1964,443351188.8644163,0.29069767441860467,0.0
1965,443347534.53830916,0.29055690072639223,0.0
1966,443343884.3497717,0.2904162633107454,0.0
1967,443340238.29351264,0.29027576197387517,0.0
1968,443336596.36424905,0.2901353965183752,0.0
1969,443332958.5567065,0.28999516674722087,0.0
1970,443329324.8656188,0.2898550724637681,0.0
1971,443325695.2857287,0.28971511347175277,0.0
1972,443322069.8117866,0.2895752895752896,0.0
1973,443318448.4385518,0.2894356005788712,0.0
1974,443314831.1607916,0.2892960462873674,0.0
1975,443311217.97328174,0.2891566265060241,0.0
1976,443307608.87080663,0.2890173410404624,0.0
1977,443304003.8481583,0.2888781896966779,0.0
1978,443300402.90013754,0.28873917228103946,0.0
1979,443296806.0215533,0.28860028860028863,0.0
1980,443293213.2072226,0.28846153846153844,0.0
1981,443289624.4519709,0.28832292167227297,0.0
1982,443286039.7506316,0.2881844380403458,0.0
1983,443282459.0980466,0.2880460873739798,0.0
1984,443278882.48906577,0.28790786948176583,0.0
1985,443275309.9185472,0.28776978417266186,0.0
1986,443271741.381357,0.28763183125599234,0.0
1987,443268176.8723695,0.287494010541447,0.0
1988,443264616.3864672,0.2873563218390805,0.0
1989,443261059.9185403,0.28721876495931065,0.0
1990,443257507.4634876,0.2870813397129186,0.0
1991,443253959.0162156,0.28694404591104733,0.0
1992,443250414.5716392,0.2868068833652007,0.0
1993,443246874.1246804,0.2866698518872432,0.0
1994,443243337.6702701,0.28653295128939826,0.0
1995,443239805.2033472,0.2863961813842482,0.0
1996,443236276.7188579,0.2862595419847328,0.0
1997,443232752.2117569,0.2861230329041488,0.0
1998,443229231.6770063,0.2859866539561487,0.0
1999,443225715.1095768,0.28585040495474034,0.0
2000,443222202.50444645,0.2857142857142857,0.0
2001,443218693.8566013,0.2855782960495002,0.0
2002,443215189.1610355,0.285442435775452,0.0
2003,443211688.4127507,0.2853067047075606,0.0
2004,443208191.6067566,0.28517110266159695,0.0
2005,443204698.73807067,0.2850356294536817,0.0
2006,443201209.8017179,0.2849002849002849,0.0
2007,443197724.7927315,0.28476506881822494,0.0
2008,443194243.70615226,0.2846299810246679,0.0
2009,443190766.5370286,0.2844950213371266,0.0
2010,443187293.2804168,0.2843601895734597,0.0
2011,443183823.9313808,0.28422548555187116,0.0
2012,443180358.48499227,0.28409090909090906,0.0
2013,443176896.93633044,0.28395646000946523,0.0
2014,443173439.2804825,0.28382213812677387,0.0
2015,443169985.51254284,0.2836879432624113,0.0
2016,443166535.62761384,0.2835538752362949,0.0
2017,443163089.6208055,0.2834199338686821,0.0
2018,443159647.487235,0.28328611898017,0.0
2019,443156209.22202766,0.2831524303916942,0.0
2020,443152774.8203161,0.2830188679245283,0.0
2021,443149344.2772403,0.2828854314002829,0.0
2022,443145917.58794826,0.2827521206409048,0.0
2023,443142494.74759483,0.2826189354686764,0.0
2024,443139075.75134325,0.28248587570621464,0.0
2025,443135660.59436333,0.2823529411764706,0.0
2026,443132249.271833,0.2822201317027281,0.0
2027,443128841.7789372,0.2820874471086037,0.0
2028,443125438.11086893,0.2819548872180451,0.0
2029,443122038.262828,0.28182245185533117,0.0
2030,443118642.23002166,0.28169014084507044,0.0
2031,443115250.0076649,0.28155795401220085,0.0
2032,443111861.59098005,0.28142589118198874,0.0
2033,443108476.9751966,0.2812939521800281,0.0
