iteration,loss,lambda,sparsity
124,517982526.01883763,2.6785714285714284,0.0
125,517467269.4514611,2.6666666666666665,0.0
126,516958720.3656039,2.6548672566371683,0.0
127,516456716.82220566,2.643171806167401,0.0
128,515961115.15977967,2.631578947368421,0.0
129,515471792.0952416,2.6200873362445414,0.0
130,514988627.6057087,2.608695652173913,0.0
131,514511504.8172012,2.5974025974025974,0.0
132,514040309.89803034,2.5862068965517238,0.0
133,513574931.95663536,2.575107296137339,0.0
134,513115262.943638,2.5641025641025643,0.0
135,512661197.5579068,2.553191489361702,0.0
136,512212633.156426,2.5423728813559316,0.0
137,511769469.6677884,2.531645569620253,0.0
138,511331609.5091329,2.5210084033613445,0.0
139,510898957.5063648,2.510460251046025,0.0
140,510471420.8175013,2.4999999999999996,0.0
141,510048908.8589971,2.4896265560165975,0.0
142,509631333.2349149,2.479338842975207,0.0
143,509218607.6688056,2.469135802469136,0.0
144,508810647.9381807,2.459016393442623,0.0
145,508407382.40352905,2.4489795918367343,0.0
146,508008719.9033067,2.4390243902439024,0.0
147,507614667.1547832,2.4291497975708505,0.0
148,507225061.28240854,2.4193548387096775,0.0
149,506839827.43269515,2.4096385542168672,0.0
150,506458892.46259266,2.4,0.0
151,506082184.88905376,2.3904382470119523,0.0
152,505709634.8404192,2.380952380952381,0.0
153,505341174.0095491,2.371541501976284,0.0
154,504976735.6086225,2.3622047244094486,0.0
155,504616254.32554126,2.3529411764705883,0.0
156,504259666.2818662,2.34375,0.0
157,503906908.9922268,2.3346303501945522,0.0
158,503557921.3251422,2.3255813953488373,0.0
159,503212643.4651966,2.316602316602317,0.0
160,502871016.87651396,2.3076923076923075,0.0
161,502532984.2674809,2.2988505747126435,0.0
162,502198489.55666715,2.2900763358778624,0.0
163,501867477.8398948,2.2813688212927756,0.0
164,501539895.35841525,2.2727272727272725,0.0
165,501215689.46814364,2.264150943396226,0.0
166,500894808.60991627,2.255639097744361,0.0
167,500577202.280727,2.247191011235955,0.0
168,500262821.0059054,2.238805970149254,0.0
169,499951616.3122019,2.2304832713754648,0.0
170,499643540.7017444,2.222222222222222,0.0
171,499338547.6268312,2.2140221402214024,0.0
172,499036591.46553314,2.2058823529411766,0.0
173,498737627.49806976,2.197802197802198,0.0
174,498441611.8839329,2.18978102189781,0.0
175,498148501.63972914,2.1818181818181817,0.0
176,497858254.617715,2.173913043478261,0.0
177,497570829.4849981,2.1660649819494586,0.0
178,497286185.70338166,2.158273381294964,0.0
179,497004283.5098256,2.150537634408602,0.0
180,496725083.8975063,2.142857142857143,0.0
181,496448548.5974487,2.1352313167259784,0.0
182,496174640.06071323,2.127659574468085,0.0
183,495903321.44111687,2.1201413427561837,0.0
184,495634556.5784681,2.1126760563380285,0.0
185,495368317.4241055,2.1052631578947367,0.0
186,495104561.5004991,2.0979020979020975,0.0
187,494843254.6152043,2.0905923344947737,0.0
188,494584363.1993339,2.0833333333333335,0.0
189,494327854.29311496,2.0761245674740483,0.0
190,494073695.53185755,2.068965517241379,0.0
191,493821855.1323261,2.0618556701030926,0.0
192,493572301.879499,2.0547945205479454,0.0
193,493325005.11369973,2.0477815699658706,0.0
194,493079934.71809137,2.0408163265306123,0.0
195,492837061.10652006,2.0338983050847457,0.0
196,492596355.2116942,2.027027027027027,0.0
197,492357788.47369206,2.0202020202020203,0.0
198,492121332.8287827,2.0134228187919465,0.0
199,491886960.6985528,2.0066889632107023,0.0
200,491654644.9793281,2.0,0.0
201,491424359.03187966,1.9933554817275747,0.0
202,491196076.67140615,1.9867549668874172,0.0
203,490969772.15778327,1.98019801980198,0.0
204,490745420.18607134,1.9736842105263157,0.0
205,490522995.87727207,1.9672131147540985,0.0
206,490302474.76932955,1.9607843137254901,0.0
207,490083832.8083634,1.954397394136808,0.0
208,489867046.3401301,1.948051948051948,0.0
209,489652092.1017038,1.941747572815534,0.0
210,489438947.2133703,1.9354838709677418,0.0
211,489227589.17072755,1.9292604501607717,0.0
212,489017995.8369866,1.923076923076923,0.0
213,488810158.32882124,1.9169329073482428,0.0
214,488604042.0349504,1.910828025477707,0.0
215,488399634.2430083,1.9047619047619049,0.0
216,488196905.804215,1.8987341772151898,0.0
217,487995836.31449616,1.8927444794952681,0.0
218,487796405.69505626,1.8867924528301885,0.0
219,487598594.18591654,1.8808777429467085,0.0
220,487402382.33961296,1.875,0.0
221,487207751.01504326,1.8691588785046729,0.0
222,487014681.3714637,1.8633540372670807,0.0
223,486823154.86262804,1.8575851393188854,0.0
224,486633153.23106664,1.8518518518518516,0.0
225,486444658.5025001,1.8461538461538463,0.0
226,486257652.9803851,1.840490797546012,0.0
227,486072119.24058765,1.8348623853211008,0.0
228,485888040.1261791,1.8292682926829267,0.0
229,485705398.74235535,1.8237082066869301,0.0
230,485524178.45147055,1.8181818181818181,0.0
231,485344362.86818683,1.8126888217522659,0.0
232,485165935.8547334,1.8072289156626506,0.0
233,484988881.51627403,1.8018018018018018,0.0
234,484813184.1963791,1.7964071856287427,0.0
235,484638828.47260046,1.791044776119403,0.0
236,484465799.15214276,1.7857142857142858,0.0
237,484294081.2676358,1.7804154302670623,0.0
238,484123660.07299614,1.7751479289940828,0.0
239,483954521.0393832,1.7699115044247786,0.0
240,483786649.8512426,1.7647058823529411,0.0
241,483620032.4024382,1.7595307917888563,0.0
242,483454654.7924656,1.7543859649122808,0.0
243,483290503.32275033,1.749271137026239,0.0
244,483127564.49302536,1.744186046511628,0.0
245,482965824.9977851,1.7391304347826086,0.0
246,482805271.72281814,1.7341040462427746,0.0
247,482645891.74181145,1.7291066282420748,0.0
248,482487672.31302834,1.7241379310344829,0.0
249,482330600.8760558,1.7191977077363896,0.0
250,482174665.04862034,1.7142857142857142,0.0
251,482019852.62347263,1.7094017094017093,0.0
252,481866151.5653333,1.7045454545454546,0.0
253,481713551.61819226,1.6997167138810196,0.0
254,481562039.3924176,1.694915254237288,0.0
255,481411603.3526164,1.6901408450704225,0.0
256,481262232.1237425,1.6853932584269662,0.0
257,481113914.48834896,1.680672268907563,0.0
258,480966639.3838956,1.675977653631285,0.0
259,480820395.9001114,1.6713091922005572,0.0
260,480675173.2764112,1.6666666666666665,0.0
261,480530960.899363,1.662049861495845,0.0
262,480387748.3002074,1.6574585635359116,0.0
263,480245525.1524263,1.6528925619834711,0.0
264,480104281.2693605,1.6483516483516483,0.0
265,479964006.60187376,1.6438356164383563,0.0
266,479824691.23606443,1.639344262295082,0.0
267,479686325.391021,1.6348773841961852,0.0
268,479548899.4166228,1.6304347826086956,0.0
269,479412403.7913835,1.6260162601626016,0.0
270,479276829.1203365,1.6216216216216215,0.0
271,479142166.13296163,1.6172506738544474,0.0
272,479008405.68115276,1.6129032258064515,0.0
273,478875538.7372234,1.6085790884718498,0.0
274,478743556.3919523,1.6042780748663101,0.0
275,478612449.8526652,1.6,0.0
276,478482210.4413544,1.5957446808510638,0.0
277,478352829.5928334,1.5915119363395225,0.0
278,478224298.85292745,1.5873015873015872,0.0
279,478096609.8766979,1.5831134564643798,0.0
280,477969754.42670035,1.5789473684210524,0.0
281,477843724.3712755,1.574803149606299,0.0
282,477718511.682872,1.5706806282722514,0.0
283,477594108.4364016,1.566579634464752,0.0
284,477470506.80762345,1.5625,0.0
285,477347699.07156056,1.5584415584415585,0.0
286,477225677.60094297,1.5544041450777202,0.0
287,477104434.86468273,1.5503875968992247,0.0
288,476983963.426375,1.5463917525773196,0.0
289,476864255.9428271,1.5424164524421593,0.0
290,476745305.1626151,1.5384615384615385,0.0
291,476627103.9246663,1.5345268542199488,0.0
292,476509645.156868,1.530612244897959,0.0
293,476392921.8747009,1.5267175572519083,0.0
294,476276927.1798984,1.5228426395939088,0.0
295,476161654.2591285,1.5189873417721518,0.0
296,476047096.38270193,1.5151515151515151,0.0
297,475933246.90330034,1.5113350125944585,0.0
298,475820099.2547302,1.5075376884422111,0.0
299,475707646.9506976,1.5037593984962405,0.0
300,475595883.5836046,1.5,0.0
301,475484802.8233683,1.4962593516209477,0.0
302,475374398.41625935,1.492537313432836,0.0
303,475264664.18376184,1.4888337468982629,0.0
304,475155594.0214536,1.4851485148514851,0.0
305,475047181.89790577,1.4814814814814812,0.0
306,474939421.8536012,1.4778325123152707,0.0
307,474832307.9998729,1.4742014742014742,0.0
308,474725834.5178599,1.4705882352941175,0.0
309,474620003.81806487,1.466992665036675,0.0
310,474514801.9483837,1.4634146341463417,0.0
311,474410223.2952565,1.4598540145985404,0.0
312,474306262.3108995,1.4563106796116505,0.0
313,474202913.51234835,1.4527845036319613,0.0
314,474100171.4805191,1.4492753623188404,0.0
315,473998030.8592848,1.4457831325301203,0.0
316,473896486.3545674,1.4423076923076923,0.0
317,473795532.73344654,1.4388489208633093,0.0
318,473695164.82328147,1.4354066985645935,0.0
319,473595377.51085097,1.4319809069212412,0.0
320,473496165.7415038,1.4285714285714286,0.0
321,473397524.51832706,1.4251781472684086,0.0
322,473299448.9013275,1.4218009478672984,0.0
323,473201934.0066247,1.4184397163120566,0.0
324,473104975.00566167,1.4150943396226414,0.0
325,473008567.12442416,1.411764705882353,0.0
326,472912705.64267665,1.4084507042253522,0.0
327,472817385.8932098,1.4051522248243562,0.0
328,472722603.2610995,1.4018691588785046,0.0
329,472628353.182979,1.3986013986013985,0.0
330,472534631.14632386,1.3953488372093021,0.0
331,472441432.6887472,1.3921113689095126,0.0
332,472348753.3973078,1.3888888888888888,0.0
333,472256588.9078279,1.3856812933025404,0.0
334,472164934.904225,1.3824884792626728,0.0
335,472073787.11785114,1.3793103448275863,0.0
336,471983141.326846,1.3761467889908259,0.0
337,471892993.3554982,1.3729977116704806,0.0
338,471803339.07361853,1.36986301369863,0.0
339,471714174.3959223,1.3667425968109337,0.0
340,471625495.28142285,1.3636363636363635,0.0
341,471537297.732833,1.3605442176870748,0.0
342,471449577.79597795,1.3574660633484164,0.0
343,471362331.55921644,1.3544018058690745,0.0
344,471275565.18747056,1.3513513513513515,0.0
345,471189264.65865505,1.348314606741573,0.0
346,471103426.1870556,1.345291479820628,0.0
347,471018046.02726036,1.3422818791946307,0.0
348,470933120.4736238,1.3392857142857142,0.0
349,470848645.85974205,1.3363028953229399,0.0
350,470764618.55793554,1.3333333333333333,0.0
351,470681034.9787383,1.3303769401330379,0.0
352,470597891.5703985,1.3274336283185841,0.0
353,470515184.8183842,1.324503311258278,0.0
354,470432911.24489695,1.3215859030837005,0.0
355,470351067.4083947,1.3186813186813184,0.0
356,470269649.9031207,1.3157894736842104,0.0
357,470188655.35864025,1.312910284463895,0.0
358,470108080.4393842,1.3100436681222707,0.0
359,470027921.8442002,1.3071895424836601,0.0
360,469948176.3059104,1.3043478260869565,0.0
361,469868840.59087604,1.3015184381778744,0.0
362,469789911.4985688,1.2987012987012987,0.0
363,469711385.86114824,1.2958963282937366,0.0
364,469633260.543047,1.2931034482758619,0.0
365,469555532.44056064,1.2903225806451613,0.0
366,469478198.48144495,1.2875536480686696,0.0
367,469401255.6245187,1.284796573875803,0.0
368,469324700.8592727,1.2820512820512822,0.0
369,469248531.2054852,1.279317697228145,0.0
370,469172743.7128417,1.276595744680851,0.0
371,469097335.46056175,1.2738853503184713,0.0
372,469022303.55703163,1.2711864406779658,0.0
373,468947645.1394408,1.2684989429175475,0.0
374,468873357.37342536,1.2658227848101264,0.0
375,468799437.45271647,1.263157894736842,0.0
376,468725882.59879345,1.2605042016806722,0.0
377,468652690.0605424,1.257861635220126,0.0
378,468579857.1139204,1.2552301255230125,0.0
379,468507381.0616233,1.2526096033402923,0.0
380,468435259.2327599,1.2499999999999998,0.0
381,468363488.9825297,1.2474012474012472,0.0
382,468292067.6919065,1.2448132780082988,0.0
383,468220992.7673256,1.2422360248447204,0.0
384,468150261.640376,1.2396694214876034,0.0
385,468079871.7674971,1.2371134020618557,0.0
386,468009820.62968034,1.234567901234568,0.0
387,467940105.7321734,1.2320328542094456,0.0
388,467870724.60419106,1.2295081967213115,0.0
389,467801674.7986284,1.2269938650306746,0.0
390,467732953.8917787,1.2244897959183672,0.0
391,467664559.48305595,1.2219959266802443,0.0
392,467596489.1947203,1.2195121951219512,0.0
393,467528740.6716084,1.2170385395537526,0.0
394,467461311.5808666,1.2145748987854252,0.0
395,467394199.611689,1.2121212121212122,0.0
396,467327402.47505856,1.2096774193548387,0.0
397,467260917.90349174,1.2072434607645874,0.0
398,467194743.6507876,1.2048192771084336,0.0
399,467128877.4917791,1.2024048096192383,0.0
400,467063317.2220892,1.2,0.0
401,466998060.6578896,1.1976047904191618,0.0
402,466933105.6356634,1.195219123505976,0.0
403,466868450.01197016,1.1928429423459244,0.0
404,466804091.6632154,1.1904761904761905,0.0
405,466740028.4854223,1.188118811881188,0.0
406,466676258.39400744,1.185770750988142,0.0
407,466612779.32355887,1.1834319526627217,0.0
408,466549589.2276172,1.1811023622047243,0.0
409,466486686.07846135,1.1787819253438114,0.0
410,466424067.8668943,1.1764705882352942,0.0
411,466361732.6020347,1.1741682974559686,0.0
412,466299678.31110954,1.171875,0.0
413,466237906.7734098,1.1695906432748537,0.0
414,466176412.3044113,1.1673151750972763,0.0
415,466115192.98419815,1.1650485436893203,0.0
416,466054246.9101712,1.1627906976744187,0.0
417,465993572.1968542,1.1605415860735009,0.0
418,465933166.97570366,1.1583011583011584,0.0
419,465873029.3949208,1.1560693641618496,0.0
420,465813157.61926574,1.1538461538461537,0.0
421,465753549.82987446,1.1516314779270633,0.0
422,465694204.2240782,1.149425287356322,0.0
423,465635119.0152251,1.1472275334608029,0.0
424,465576292.43250483,1.1450381679389312,0.0
425,465517722.7207743,1.1428571428571428,0.0
426,465459408.140387,1.1406844106463878,0.0
427,465401346.9670239,1.1385199240986716,0.0
428,465343537.4915264,1.1363636363636362,0.0
429,465285978.0197322,1.1342155009451795,0.0
430,465228666.87231296,1.1320754716981132,0.0
431,465171602.3846135,1.1299435028248586,0.0
432,465114782.90649396,1.1278195488721805,0.0
433,465058206.80217373,1.125703564727955,0.0
434,465001872.4500775,1.1235955056179776,0.0
435,464945778.2426826,1.1214953271028036,0.0
436,464889922.58636945,1.1194029850746268,0.0
437,464834303.90127325,1.1173184357541899,0.0
438,464778920.6211374,1.1152416356877324,0.0
439,464723771.1931697,1.1131725417439704,0.0
440,464668854.07789904,1.111111111111111,0.0
441,464614167.7490354,1.1090573012939002,0.0
442,464559710.69333035,1.1070110701107012,0.0
443,464505481.4104405,1.1049723756906078,0.0
444,464451478.4127916,1.102941176470588,0.0
445,464397700.22544503,1.1009174311926606,0.0
446,464344145.3859657,1.098901098901099,0.0
447,464290812.4442917,1.096892138939671,0.0
448,464237699.962606,1.094890510948905,0.0
449,464184806.51520896,1.0928961748633879,0.0
450,464132130.68839264,1.0909090909090908,0.0
451,464079671.0803177,1.088929219600726,0.0
452,464027426.90579605,1.0869565217391304,0.0
453,463975396.19014823,1.0849909584086799,0.0
454,463923577.5661827,1.0830324909747293,0.0
455,463871969.6780984,1.0810810810810811,0.0
456,463820573.6147904,1.079136690647482,0.0
457,463769385.5875,1.0771992818671454,0.0
458,463718404.27415276,1.075268817204301,0.0
459,463667628.363605,1.073345259391771,0.0
460,463617056.55553323,1.0714285714285714,0.0
461,463566687.5603238,1.06951871657754,0.0
462,463516520.0989658,1.0676156583629892,0.0
463,463466552.90294397,1.0657193605683837,0.0
464,463416784.7141327,1.0638297872340425,0.0
465,463367214.2846926,1.0619469026548671,0.0
466,463317840.3769669,1.0600706713780919,0.0
467,463268661.76338005,1.0582010582010581,0.0
468,463219677.22633696,1.0563380281690142,0.0
469,463170885.55812424,1.054481546572935,0.0
470,463122285.5608118,1.0526315789473684,0.0
471,463073876.04615575,1.0507880910683012,0.0
472,463025655.835503,1.048951048951049,0.0
473,462977623.7596963,1.0471204188481675,0.0
474,462929778.6589812,1.0452961672473868,0.0
475,462882119.3829133,1.0434782608695652,0.0
476,462834644.7902672,1.0416666666666667,0.0
477,462787353.74894613,1.0398613518197573,0.0
478,462740245.1358932,1.0380622837370241,0.0
479,462693317.8370024,1.0362694300518134,0.0
480,462646570.7470326,1.0344827586206897,0.0
481,462600002.769521,1.0327022375215145,0.0
482,462553612.81669813,1.0309278350515463,0.0
483,462507399.80940396,1.0291595197255574,0.0
484,462461362.67700464,1.0273972602739727,0.0
485,462415500.3573103,1.0256410256410255,0.0
486,462369811.79649454,1.023890784982935,0.0
487,462324295.9490133,1.0221465076660987,0.0
488,462278951.7775265,1.0204081632653061,0.0
489,462233778.2528188,1.0186757215619695,0.0
490,462188774.35372293,1.0169491525423728,0.0
491,462143939.0670426,1.015228426395939,0.0
492,462099271.3874768,1.0135135135135136,0.0
493,462054770.3175453,1.0118043844856661,0.0
494,462010434.8675142,1.01010101010101,0.0
495,461966264.05532306,1.0084033613445378,0.0
496,461922256.90651286,1.0067114093959733,0.0
497,461878412.4541533,1.0050251256281408,0.0
498,461834729.73877424,1.0033444816053512,0.0
499,461791207.8082933,1.001669449081803,0.0
500,461747845.71794873,1.0,0.0
501,461704642.5302299,0.9983361064891847,0.0
502,461661597.31481034,0.9966777408637874,0.0
503,461618709.14848036,0.9950248756218905,0.0
504,461575977.11508167,0.9933774834437086,0.0
505,461533400.30544144,0.9917355371900827,0.0
506,461490977.817308,0.99009900990099,0.0
507,461448708.7552868,0.9884678747940692,0.0
508,461406592.23077726,0.9868421052631579,0.0
509,461364627.36191016,0.9852216748768473,0.0
510,461322813.27348596,0.983606557377049,0.0
511,461281149.09691364,0.9819967266775776,0.0
512,461239633.97015023,0.9803921568627451,0.0
513,461198267.03764105,0.9787928221859706,0.0
514,461157047.4502602,0.977198697068404,0.0
515,461115974.3652528,0.975609756097561,0.0
516,461075046.94617605,0.974025974025974,0.0
517,461034264.3628431,0.9724473257698542,0.0
518,460993625.7912659,0.970873786407767,0.0
519,460953130.41359884,0.9693053311793214,0.0
520,460912777.41808397,0.9677419354838709,0.0
521,460872565.9989959,0.966183574879227,0.0
522,460832495.35658747,0.9646302250803859,0.0
523,460792564.6970361,0.9630818619582664,0.0
524,460752773.23239136,0.9615384615384615,0.0
525,460713120.1805214,0.96,0.0
526,460673604.7650618,0.9584664536741214,0.0
527,460634226.21536386,0.9569377990430621,0.0
528,460594983.76644355,0.9554140127388535,0.0
529,460555876.6589321,0.9538950715421304,0.0
530,460516904.139025,0.9523809523809524,0.0
531,460478065.45843315,0.9508716323296355,0.0
532,460439359.8743352,0.9493670886075949,0.0
533,460400786.6493275,0.9478672985781991,0.0
534,460362345.0513779,0.9463722397476341,0.0
535,460324034.3537775,0.9448818897637794,0.0
536,460285853.8350946,0.9433962264150942,0.0
537,460247802.77912796,0.9419152276295133,0.0
538,460209880.4748615,0.9404388714733543,0.0
539,460172086.2164189,0.9389671361502347,0.0
540,460134419.3030185,0.9375,0.0
541,460096879.0389291,0.9360374414976599,0.0
542,460059464.73342633,0.9345794392523364,0.0
543,460022175.7007487,0.9331259720062208,0.0
544,459985011.2600551,0.9316770186335404,0.0
545,459947970.73538184,0.9302325581395349,0.0
546,459911053.45560074,0.9287925696594427,0.0
547,459874258.7543778,0.9273570324574961,0.0
548,459837585.97013104,0.9259259259259258,0.0
549,459801034.4459906,0.9244992295839753,0.0
550,459764603.5297574,0.9230769230769231,0.0
551,459728292.5738642,0.9216589861751152,0.0
552,459692100.9353349,0.920245398773006,0.0
553,459656027.9757463,0.9188361408882082,0.0
554,459620073.0611883,0.9174311926605504,0.0
555,459584235.5622262,0.916030534351145,0.0
556,459548514.8538628,0.9146341463414633,0.0
557,459512910.3155,0.91324200913242,0.0
558,459477421.3309021,0.9118541033434651,0.0
559,459442047.2881585,0.9104704097116844,0.0
560,459406787.5796475,0.9090909090909091,0.0
561,459371641.6020003,0.9077155824508321,0.0
562,459336608.7560643,0.9063444108761329,0.0
563,459301688.44686884,0.9049773755656109,0.0
564,459266880.08358896,0.9036144578313253,0.0
565,459232183.07951164,0.9022556390977443,0.0
566,459197596.85200053,0.9009009009009009,0.0
567,459163120.82246244,0.8995502248875562,0.0
568,459128754.41631323,0.8982035928143713,0.0
569,459094497.0629449,0.8968609865470851,0.0
570,459060348.19569206,0.8955223880597015,0.0
571,459026307.251799,0.8941877794336811,0.0
572,458992373.6723879,0.8928571428571429,0.0
573,458958546.9024263,0.8915304606240713,0.0
574,458924826.3906954,0.8902077151335311,0.0
575,458891211.58975816,0.8888888888888888,0.0
576,458857701.9559289,0.8875739644970414,0.0
577,458824296.9492417,0.8862629246676513,0.0
578,458790996.0334202,0.8849557522123893,0.0
579,458757798.6758471,0.8836524300441826,0.0
580,458724704.347534,0.8823529411764706,0.0
581,458691712.52309227,0.8810572687224669,0.0
582,458658822.6807032,0.8797653958944281,0.0
583,458626034.30208874,0.8784773060029283,0.0
584,458593346.87248296,0.8771929824561404,0.0
585,458560759.880603,0.875912408759124,0.0
586,458528272.8186214,0.8746355685131195,0.0
587,458495885.18213737,0.8733624454148472,0.0
588,458463596.47014976,0.872093023255814,0.0
589,458431406.1850284,0.8708272859216256,0.0
590,458399313.83248824,0.8695652173913043,0.0
591,458367318.9215611,0.8683068017366136,0.0
592,458335420.96456975,0.8670520231213873,0.0
593,458303619.47710115,0.8658008658008658,0.0
594,458271913.97798,0.8645533141210374,0.0
595,458240303.98924315,0.8633093525179856,0.0
596,458208789.0361135,0.8620689655172414,0.0
597,458177368.64697444,0.860832137733142,0.0
598,458146042.353345,0.8595988538681948,0.0
599,458114809.6898544,0.8583690987124464,0.0
600,458083670.19421744,0.8571428571428571,0.0
601,458052623.40721,0.8559201141226819,0.0
602,458021668.87264425,0.8547008547008547,0.0
603,457990806.1373452,0.8534850640113798,0.0
604,457960034.7511261,0.8522727272727273,0.0
605,457929354.26676565,0.851063829787234,0.0
606,457898764.2399833,0.8498583569405098,0.0
607,457868264.2294176,0.8486562942008486,0.0
608,457837853.7966014,0.847457627118644,0.0
609,457807532.50594056,0.846262341325811,0.0
610,457777299.92469037,0.8450704225352113,0.0
611,457747155.62293357,0.8438818565400843,0.0
612,457717099.1735585,0.8426966292134831,0.0
613,457687130.15223587,0.8415147265077139,0.0
614,457657248.13739854,0.8403361344537814,0.0
615,457627452.710219,0.8391608391608392,0.0
616,457597743.45458794,0.8379888268156425,0.0
617,457568119.95709336,0.8368200836820083,0.0
618,457538581.8069995,0.8356545961002786,0.0
619,457509128.5962264,0.8344923504867872,0.0
